No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
7594,Arem_arem,Apem,Kue_lumpur,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,Maffin,RotiManis_Coklat,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7596,Kroket,Sosis_solo,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597,Risoles,Apem,EsCoklat_botol,RotiManis_Selai,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7598,Maffin,Kroket,Sosis_solo,Roti_Tawar,Kue_lumpur,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7599,Camilan_khas_pati,EsCoklat_botol,Donat,Kue_lumpur,KunirAsem_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7600,Bollen_pisang,Kue_Kering,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7601,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7602,EsCoklat_botol,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,Maffin,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7604,Maffin,KunirAsem_botol,EsCoklat_botol,RotiManis_Selai,Risoles,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7605,Kroket,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7606,Bollen_pisang,Kue_Kering,Sosis_solo,Misoa,Kue_lumpur,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7607,Camilan_khas_pati,Maffin,EsCoklat_botol,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608,Kroket,RotiManis_Coklat,Sosis_solo,EsCoklat_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7609,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610,Camilan_khas_pati,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7611,Kroket,Roti_Tawar,EsCoklat_botol,Donat,Maffin,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7612,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7613,Bollen_pisang,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614,Roti_Tawar,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615,Arem_arem,EsCoklat_botol,Kroisan,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7616,Bollen_pisang,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7617,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7618,KunirAsem_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620,Risoles,RotiManis_Coklat,EsCoklat_botol,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7621,Bollen_pisang,Kue_Kering,Arem_arem,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622,RotiManis_Keju,Lemper,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,Roti_Tawar,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7625,Lemper,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7626,RotiManis_Keju,EsCoklat_botol,Sosis_solo,Maffin,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7627,Bollen_pisang,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,Donat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7629,Bollen_pisang,Kue_Kering,Apem,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,EsCoklat_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,Lemper,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,Arem_arem,Apem,RotiManis_Keju,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,Bollen_pisang,Kue_Kering,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,Roti_Tawar,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,Kue_lumpur,Kroket,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,Kue_Kering,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,Kroket,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,Maffin,Kroket,EsCoklat_botol,Kue_lumpur,Misoa,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7641,Arem_arem,KunirAsem_botol,Kue_lumpur,Risoles,Misoa,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7642,RotiManis_Coklat,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,Arem_arem,Donat,Brownies,Maffin,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,Sosis_solo,Kroket,KunirAsem_botol,Kue_lumpur,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,Kue_lumpur,Kroket,Arem_arem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kroket,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,RotiManis_Keju,RotiManis_Coklat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7651,Roti_Tawar,RotiManis_Coklat,RotiManis_Keju,Kroket,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7652,Roti_Tawar,Donat,Camilan_khas_pati,Maffin,Brownies,EsKopi_botol,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
7653,Maffin,EsCoklat_botol,Apem,Kroisan,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
7654,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7655,Sosis_solo,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,Kue_lumpur,EsCoklat_botol,Camilan_khas_pati,Maffin,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657,Kroisan,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,Kue_Kering,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,Roti_Tawar,Kroket,EsCoklat_botol,RotiManis_Selai,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7661,Kroket,Maffin,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7662,Camilan_khas_pati,EsCoklat_botol,Maffin,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,RotiManis_Coklat,Apem,Kue_lumpur,KunirAsem_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,Roti_Tawar,Sosis_solo,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666,RotiManis_Keju,EsCoklat_botol,Maffin,Kue_Kering,Kroisan,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7667,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7668,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7669,Arem_arem,EsCoklat_botol,RotiManis_Keju,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,Risoles,EsKopi_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7671,Kroket,Roti_Tawar,EsCoklat_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,Maffin,RotiManis_Coklat,Camilan_khas_pati,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,Kue_lumpur,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7680,Arem_arem,Apem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7681,EsKopi_botol,Kroisan,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7682,Bollen_pisang,Kue_Kering,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7683,Camilan_khas_pati,RotiManis_Coklat,Donat,Lemper,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7684,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7685,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,Risoles,EsKopi_botol,Roti_Tawar,Sosis_solo,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7687,Kroket,Risoles,RotiManis_Keju,Donat,Maffin,EsKopi_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7688,Camilan_khas_pati,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7689,Risoles,Kroisan,Camilan_khas_pati,Arem_arem,Kue_lumpur,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7690,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7691,Kue_lumpur,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692,RotiManis_Keju,Apem,Maffin,Kue_Kering,Sosis_solo,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7693,RotiManis_Selai,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7694,Roti_Tawar,Arem_arem,Misoa,Maffin,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
7695,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7696,Lemper,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7697,Maffin,Kroket,EsCoklat_botol,Kroisan,EsKopi_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7698,Camilan_khas_pati,Roti_Tawar,EsCoklat_botol,Kue_lumpur,Kroisan,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7699,Kroket,Brownies,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7701,Kroket,Maffin,EsCoklat_botol,Lemper,RotiManis_Keju,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7702,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,Lemper,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704,Misoa,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705,Sosis_solo,EsCoklat_botol,Kroisan,Kroket,EsKopi_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7706,Kue_Kering,Sosis_solo,Donat,Risoles,Kue_lumpur,EsCoklat_botol,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,
7707,Kroket,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7708,Kroket,Brownies,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7709,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7710,Arem_arem,Kroket,Brownies,Maffin,RotiManis_Keju,EsKopi_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7711,RotiManis_Keju,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7712,Sosis_solo,Risoles,EsCoklat_botol,Lemper,Brownies,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7713,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7714,Kroket,Maffin,Sosis_solo,Roti_Tawar,EsKopi_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7715,Kue_Kering,Apem,Risoles,Roti_Tawar,RotiManis_Keju,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7716,Kroket,RotiManis_Coklat,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7717,Kroket,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718,Maffin,RotiManis_Coklat,Sosis_solo,RotiManis_Selai,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7719,Camilan_khas_pati,Kroket,RotiManis_Keju,Lemper,Maffin,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7720,Kroket,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721,Kroisan,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7722,Bollen_pisang,Kue_Kering,Sosis_solo,KunirAsem_botol,Brownies,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7723,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7724,Arem_arem,EsCoklat_botol,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,Bollen_pisang,Kue_Kering,Maffin,Donat,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726,Roti_Tawar,Kroket,KunirAsem_botol,Misoa,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7727,Camilan_khas_pati,KunirAsem_botol,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728,Donat,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729,Arem_arem,Misoa,Donat,Maffin,RotiManis_Keju,EsKopi_botol,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7730,Kroket,EsCoklat_botol,Camilan_khas_pati,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731,Risoles,Maffin,RotiManis_Keju,Kroisan,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,RotiManis_Keju,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735,Sosis_solo,Donat,RotiManis_Selai,Risoles,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736,Sosis_solo,Donat,Arem_arem,Kue_Kering,EsCoklat_botol,Kroisan,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,
7737,Arem_arem,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7738,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,Kroket,Kroisan,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740,Bollen_pisang,Kue_Kering,Donat,Risoles,EsCoklat_botol,Arem_arem,Lemper,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7741,Bollen_pisang,Kue_Kering,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,RotiManis_Keju,Donat,Camilan_khas_pati,Misoa,Brownies,EsCoklat_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7743,Camilan_khas_pati,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,RotiManis_Keju,RotiManis_Coklat,EsCoklat_botol,EsKopi_botol,Brownies,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7745,Bollen_pisang,Kue_Kering,EsCoklat_botol,Kue_lumpur,Maffin,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7746,Arem_arem,Kroket,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,Bollen_pisang,Kue_Kering,EsCoklat_botol,Brownies,Risoles,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7748,Kroket,Roti_Tawar,EsCoklat_botol,Maffin,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,EsKopi_botol,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7751,Arem_arem,Misoa,Camilan_khas_pati,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,Risoles,Kroket,EsCoklat_botol,Kue_lumpur,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7753,Kroket,EsKopi_botol,Arem_arem,Camilan_khas_pati,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7754,Risoles,EsCoklat_botol,Maffin,Lemper,Kroisan,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7755,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7756,Bollen_pisang,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,Camilan_khas_pati,Maffin,EsCoklat_botol,Misoa,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,Maffin,Apem,Lemper,EsCoklat_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,Arem_arem,EsCoklat_botol,Donat,Kue_Kering,EsKopi_botol,Apem,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7760,Risoles,RotiManis_Coklat,Sosis_solo,Misoa,RotiManis_Keju,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7761,Kroket,Brownies,Arem_arem,Lemper,Maffin,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7762,Brownies,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7763,Kroket,EsKopi_botol,RotiManis_Keju,Lemper,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7764,Arem_arem,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,Maffin,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,Maffin,Arem_arem,Sosis_solo,Kroisan,EsKopi_botol,Brownies,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7767,Arem_arem,Misoa,EsCoklat_botol,Risoles,Kroisan,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7768,Bollen_pisang,Kue_Kering,Sosis_solo,RotiManis_Selai,Kue_lumpur,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7769,RotiManis_Coklat,EsCoklat_botol,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7770,Arem_arem,Misoa,EsCoklat_botol,Camilan_khas_pati,KunirAsem_botol,Apem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7771,Kroket,Risoles,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,RotiManis_Keju,EsCoklat_botol,Arem_arem,Kue_Kering,Kroisan,Sosis_solo,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7773,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7774,Roti_Tawar,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7775,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7776,Roti_Tawar,RotiManis_Coklat,EsCoklat_botol,Maffin,Sosis_solo,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
7777,RotiManis_Keju,Apem,Sosis_solo,RotiManis_Coklat,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
7778,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,Kroisan,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7780,Maffin,Apem,EsKopi_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,Kroket,EsCoklat_botol,Risoles,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,Kroket,EsCoklat_botol,Camilan_khas_pati,Kue_lumpur,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,Camilan_khas_pati,EsKopi_botol,Kroisan,Roti_Tawar,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,Risoles,Apem,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,Arem_arem,Risoles,Camilan_khas_pati,Misoa,Brownies,KunirAsem_botol,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
7787,KunirAsem_botol,Lemper,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7788,Lemper,Kroisan,Risoles,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,Sosis_solo,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7790,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7791,Lemper,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,Kroket,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7793,Bollen_pisang,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7795,Kue_lumpur,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7797,Camilan_khas_pati,EsCoklat_botol,Kroisan,Risoles,Apem,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7798,Kroket,EsKopi_botol,Donat,Bollen_pisang,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
7799,Kroket,EsKopi_botol,RotiManis_Keju,Risoles,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7800,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7801,Kroket,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,Kue_lumpur,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,Risoles,EsCoklat_botol,Sosis_solo,Kroket,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7805,Maffin,Risoles,Arem_arem,Lemper,Kue_lumpur,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7806,Kroket,RotiManis_Coklat,Sosis_solo,Lemper,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7807,Camilan_khas_pati,Kroket,Sosis_solo,Donat,Kue_lumpur,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7808,Bollen_pisang,Kue_Kering,Sosis_solo,Maffin,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,Arem_arem,Misoa,Brownies,Maffin,Sosis_solo,EsCoklat_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7810,Camilan_khas_pati,Sosis_solo,RotiManis_Keju,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7811,Roti_Tawar,Donat,Brownies,Maffin,Risoles,EsCoklat_botol,Kue_Kering,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
7812,Arem_arem,Kroket,Brownies,Kue_lumpur,KunirAsem_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
7813,Kroket,Brownies,EsCoklat_botol,Risoles,EsKopi_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
7814,Kroket,Maffin,Sosis_solo,Kue_lumpur,Lemper,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
7815,Risoles,Donat,Apem,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7816,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,Kroket,Maffin,EsCoklat_botol,Arem_arem,RotiManis_Keju,Maffin,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,
7818,Lemper,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7820,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,Roti_Tawar,Kroket,Risoles,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,Kue_Kering,Risoles,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
